LOC,NOM,CC,FanIn,FanOut,Churn,Age,Defects
876.1792699386078,32.091451499149294,14.577052014504055,4.779383410640005,3.1923340506899898,66.02230506513962,17.682349741224176,9.38904061304447
540.0039734398761,9.262970165587037,9.112305563221748,4.205106367452534,3.6216734106136776,62.52379550708926,21.53963683975769,2.585498725870929
987.6127989516143,26.046796095887316,18.372236084706195,3.705115020163665,4.209387071533168,179.50880373249032,15.564585897146662,9.502732574659504
1035.1411790978034,17.700323438139744,8.8620623178154,7.176552214298525,7.053676166365209,119.8173967369955,14.722808573055985,10.846191219270004
312.2412028365409,19.57072957919807,8.816923584488821,2.755585109410564,1.9749087649238537,87.29597184733635,18.738832306035665,5.406626073651353
474.4551232844205,12.629710425072357,14.705658054022656,8.120596341048156,7.311541386978745,129.9231664641834,2.6326725928385475,6.356303869660541
831.9601007918213,17.658806793508862,15.814632411684684,3.5491371015438014,2.694332624248551,0.0,21.816281017811665,9.785935632606858
720.9393519141045,29.10031216289271,14.240496819681018,1.4459671100595437,0.3905555556688127,97.41198462154556,17.99549522301633,6.231712175433369
795.7997106239278,24.078586693913948,3.5720134130759593,4.13983916198965,6.877798614720924,219.85085066828577,18.317548212780494,8.435641997976221
586.739018106605,32.12618123786961,14.690172199641255,1.8475095993624637,2.2045228847851295,107.94079038416035,25.685874460755713,8.98552407517275
1019.8494937157071,28.241883222843853,6.828459741628005,2.4964883043729995,3.560599169658686,104.07479015016013,2.377475759614015,9.687619551807881
994.4479838572371,23.073606752507033,13.176380557941318,4.794066600030982,4.207173638288274,132.88770277853178,2.2093290411282904,10.438236542717476
816.507674390304,32.20754168317455,4.881327823004699,5.11116417730025,4.888016164676991,153.73631459886073,20.190430762588157,11.353053348807132
1081.8103017420083,23.072952111168092,14.231610737715318,2.7556645994914835,1.8993998218470574,0.0,17.943065158971873,8.312884461134365
916.8773355630115,25.795917237579413,7.967005478463137,5.974810290092801,2.792760288189759,0.0,19.361415545535458,8.159788309824227
585.1768842791904,17.92400332525704,5.5868267486973915,6.315015516042267,4.661404383824828,112.61747746516879,14.302983398620436,6.637680916603664
892.1876960206247,20.465820711014434,15.569100682411998,6.872603513126582,4.699861097150109,57.10740628614942,23.31482939391945,8.558733624860961
560.2793497927503,15.11803323689806,13.208222608383757,5.058826814251445,2.359086280709516,178.72151573319485,25.46111074392896,8.633657240130095
1019.6125753268182,26.92708754216397,8.930115993035514,6.726857424171397,5.292426655013674,81.08953660688657,21.871858351612218,9.62259653896117
787.5185222534368,11.751874638195941,19.25589424510532,0.23840314405188456,1.8283499593098416,0.0,15.913372332763334,8.055521961087932
753.7844091136849,25.47645239692363,9.796737892151288,3.364186902743075,3.31086350149785,23.919164989360183,1.1384848990847765,7.87553911502545
629.7676138990147,18.665442597463883,12.160538369854674,2.2659894873531474,3.8146660021385563,0.0,24.153889664297026,6.328329289684374
1105.6353346685075,28.198729654271236,13.344567238393005,4.238451722254784,4.731630814535834,85.95246776302525,27.773829329740742,8.395441871895256
761.3676294827994,25.256082921118818,8.901670329356932,2.8571015616065254,3.7961721524647163,88.69695236413699,23.156467295871842,8.311811964263295
692.9180444592232,32.74452310352761,14.355681466999647,3.6676843161005355,2.5866079217350455,74.53223741308614,10.962860581059948,8.134648239708419
711.9666123779426,25.115422837970513,9.332738264176378,7.764349760408098,8.393090905439303,164.73274234178433,23.390355149342064,10.016570680377308
933.0772963883371,8.995718210427315,9.941808388918954,3.6605604071592435,4.535017488048458,171.9111901910016,24.884237663691565,13.644345186433648
891.3610160910196,19.531327789712595,18.813213199016705,4.827584634380428,4.135607883699997,89.77669459863333,30.470529982392684,8.130644397547375
903.1831528989972,11.795949651836288,6.797069737437835,3.53546134015153,4.20690978489093,0.0,10.991120606176338,7.029784324740655
907.7052507519707,16.37204110343608,1.0,4.151426575913668,4.830851886203467,137.0368948295355,16.188363323646893,10.428620855862976
1335.4119002176153,30.57859903293705,20.054684975059473,4.012033360872143,3.3525702155160433,133.32161371051453,23.978176409147643,12.123134124583077
698.3962459038461,24.46273667628387,24.746639763035013,4.896648131946319,3.5493260132211244,118.5634942094167,18.45928057150526,14.022676708890742
671.9393177321157,15.107486999948776,9.97365367275334,6.330615071094353,4.9096610728164265,158.88878495848695,9.061379183589802,7.455839471019855
596.5568179380306,12.903978434917207,2.3158097968990745,7.294787995206659,7.3985946455124125,30.1103142123376,21.316930280213626,6.490325482641748
953.994855643874,20.229474650133824,10.447580119020282,4.619240163818334,5.0116520063655114,220.5253231711083,22.629293070521335,9.148100501920647
1082.2430731802228,11.484078954332105,10.568885250796654,5.179093772071204,4.228062775521707,42.43433481148792,18.703703170648016,7.1470633537973365
771.5131355862812,15.302018058223933,11.050380794888715,1.6982709816288661,1.7301733912201844,144.9533756320513,19.756679417439553,8.832263096432523
589.960880759368,22.184066300858706,6.433059790390759,3.824246515168759,4.508890958534941,0.0,15.93035278651416,7.508325522235901
593.8796960771901,28.087184252746873,14.897805712382386,5.880578929767178,6.622407787365539,44.184118763796945,29.826231485728474,8.566373249256971
